10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
10	21	6	6
